"GeneID","SRR1568262","SRR1568263","SRR1568264","SRR6311328","SRR6311361","SRR6311362","SRR6311363","SRR6311364","SRR6311365","SRR6311366","SRR6311393","SRR6311394","SRR6311395","SRR6311396"
"AAEL002176","1","8","6","1","4","0","71","212","77","110","78","88","68","29"
"AAEL002161","19","22","22","87","73","87","136","170","158","195","179","150","23","56"
"AAEL002157","29","32","43","7","7","0","29","7","19","30","100","151","42","85"
"AAEL002135","70","98","81","168","35","43","210","224","162","154","413","410","479","707"
"AAEL002148","20","25","29","45","54","78","62","88","54","108","94","84","76","167"
"AAEL002163","249","258","256","1174","581","653","261","373","237","226","290","401","652","1090"
"AAEL022440","0","0","0","0","0","0","0","1","0","1","0","0","0","1"
"AAEL020697","0","0","0","0","1","0","14","0","7","7","0","6","0","0"
"AAEL002287","173","375","193","116","70","220","112","350","82","176","46","110","144","167"
"AAEL023630","23","16","17","0","0","0","0","0","0","0","8","3","0","5"
"AAEL021698","0","2","0","0","2","0","0","0","1","0","1","1","1","5"
"AAEL028126","2","0","0","0","0","0","4","0","0","0","4","6","1","9"
"AAEL027370","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"AAEL014655","0","0","0","123","14","18","11","7","11","5","1","2","12","42"
"AAEL026744","0","1","0","1","3","1","74","146","73","149","1","0","9","23"
"AAEL020841","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"AAEL014656","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL014657","25","25","29","39","39","28","93","141","99","140","116","81","189","198"
"AAEL024769","0","0","0","5","0","1","0","4","6","1","0","6","1","2"
"AAEL024484","21","19","27","0","4","5","1","22","0","1","26","20","55","84"
"AAEL015128","16","9","49","0","4","18","2","0","0","0","267","622","631","909"
"AAEL015127","120","64","145","0","5","0","3","0","9","0","284","547","1410","3161"
"AAEL021103","54","50","73","0","49","57","114","90","50","39","145","245","72","156"
"AAEL023395","0","2","0","27","15","40","20","19","19","20","8","9","3","6"
"AAEL013823","105","51","113","496","62","495","132","199","89","176","82","170","57","110"
"AAEL017391","886","1217","989","256","51","149","195","114","91","130","89","143","309","370"
"AAEL013600","51","130","46","213","59","137","14","34","4","55","69","112","0","17"
"AAEL023829","30","43","38","19","62","76","18","15","5","32","63","112","81","181"
"AAEL026819","3","4","2","203","89","30","51","59","38","25","21","26","21","49"
"AAEL025035","2","0","3","0","0","0","0","0","0","2","2","1","15","0"
"AAEL020508","255","370","274","1","44","48","29","36","27","47","33","73","74","114"
"AAEL022743","57","36","69","1","23","1","198","75","62","68","315","467","57","113"
"AAEL010712","0","0","0","46","13","15","25","5","0","10","2","2","3","24"
"AAEL020321","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL010710","4","3","7","28","11","0","0","0","1","0","1","7","188","241"
"AAEL021121","2","1","0","0","0","0","0","0","0","0","0","0","3","4"
"AAEL020100","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL027520","8","9","17","60","42","78","62","57","47","53","28","20","21","45"
"AAEL001094","14","42","9","1013","553","679","615","734","387","714","106","94","151","392"
"AAEL001099","200","179","300","0","5","0","18","12","4","13","45","72","64","146"
"AAEL001086","46","41","53","1","2","0","14","8","19","24","244","244","191","109"
"AAEL025612","2","1","3","0","0","0","0","0","0","1","76","43","15","155"
"AAEL022505","22","66","38","66","152","109","208","202","154","178","219","322","506","842"
"AAEL001080","28","27","30","61","30","25","75","108","60","51","263","340","218","371"
"AAEL021491","108","142","149","76","22","63","84","140","48","34","39","101","97","223"
"AAEL020806","7","2","14","0","0","0","0","0","0","0","77","79","55","24"
"AAEL027383","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL001439","23","31","38","69","32","39","98","168","76","90","184","253","218","336"
"AAEL001433","24","26","30","631","78","150","7","16","4","6","51","79","69","199"
"AAEL024862","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL024804","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL024396","5","13","4","1","6","0","35","16","9","20","13","17","19","44"
"AAEL025892","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL001427","0","0","0","37","38","22","164","213","103","152","36","42","71","43"
"AAEL020190","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021728","11","21","27","6","11","12","189","274","143","377","165","156","48","73"
"AAEL026142","44","58","87","1","7","21","163","241","75","99","99","139","52","25"
"AAEL021179","14","35","10","15","12","13","197","279","166","213","187","202","37","91"
"AAEL014518","37","63","51","1","5","37","2","0","0","0","27","31","33","128"
"AAEL027083","34","28","46","0","0","0","0","0","0","0","1","0","0","1"
"AAEL028194","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL009016","11","10","8","88","49","71","16","4","3","7","105","75","32","20"
"AAEL009017","23","28","13","70","12","33","424","404","364","465","97","130","120","95"
"AAEL025929","25","14","17","132","47","22","293","469","231","239","279","282","66","70"
"AAEL017081","189","111","164","370","165","335","290","439","284","335","543","632","668","1038"
"AAEL014295","44","29","52","36","5","22","55","43","16","62","73","102","194","152"
"AAEL022448","1","0","0","0","0","0","0","0","0","0","0","1","3","2"
"AAEL012552","60","75","53","2939","1888","1356","1183","1733","682","1490","432","826","407","770"
"AAEL018212","12","19","30","1","10","9","0","19","0","2","116","231","163","354"
"AAEL012551","34","22","45","0","1","0","12","31","17","11","169","98","67","175"
"AAEL028232","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL012549","2","2","1","0","10","0","6","19","26","26","4","10","5","45"
"AAEL014853","2","0","1","26","2","29","0","0","0","0","9","1","5","11"
"AAEL026305","0","0","0","0","0","1","0","2","0","0","0","0","0","0"
"AAEL022862","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL028236","1","1","0","0","2","2","0","1","7","2","1","2","23","16"
"AAEL021231","2","1","2","62","8","0","1","16","0","0","38","72","51","54"
"AAEL025093","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"AAEL026915","1","1","0","0","12","36","0","7","0","0","0","6","1","1"
"AAEL028087","68","101","40","19","2","7","12","4","1","0","5","5","9","46"
"AAEL027088","165","130","156","0","14","0","29","19","13","12","13","20","74","69"
"AAEL022244","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL028176","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL027809","17","14","20","116","17","17","52","81","25","71","57","91","2001","2411"
"AAEL014583","2612","1500","2499","857","307","479","2137","2745","1611","2210","7667","7085","1298","1069"
"AAEL020909","1","0","1","0","1","0","0","3","0","0","2","0","0","2"
"AAEL015640","48","30","65","0","14","24","42","34","28","50","255","314","337","315"
"AAEL021566","2","3","3","4","0","0","4","0","0","0","2","2","0","6"
"AAEL023617","24","33","38","1","14","33","17","31","30","38","42","57","104","206"
"AAEL021570","1","0","2","1","8","1","12","44","19","5","0","0","22","26"
"AAEL019733","77","51","96","84","22","65","44","22","19","28","27","28","65","58"
"AAEL020482","2","1","3","0","0","65","0","0","0","0","4","0","30","0"
"AAEL028129","30","13","38","4","15","53","51","51","20","42","70","104","74","113"
"AAEL023628","2","2","4","0","0","6","0","0","4","1","0","0","0","0"
"AAEL020033","629","481","535","83","1","18","8","4","9","2","13","6","16","42"
"AAEL013076","106","132","109","531","245","269","434","676","379","360","115","251","562","602"
"AAEL013075","2470","2279","2601","88","67","61","375","308","303","486","2151","3958","2298","2161"
"AAEL013077","5","3","2","258","122","192","8","28","0","9","77","57","43","41"
"AAEL013078","91","80","107","285","148","71","138","148","98","125","96","178","43","57"
"AAEL028002","4","11","7","0","0","5","0","19","0","3","13","7","10","29"
"AAEL026089","17","21","26","13","7","16","9","13","10","41","146","195","57","248"
"AAEL013263","0","0","0","2","95","47","115","85","66","87","0","1","24","15"
"AAEL013265","36","33","40","48","14","45","43","49","8","46","170","206","123","238"
"AAEL013262","13","10","13","0","2","7","8","22","25","15","73","92","64","97"
"AAEL027043","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL020559","476","700","471","394","66","78","116","179","65","113","224","278","260","477"
"AAEL024179","138","96","174","153","40","133","81","42","49","53","180","251","123","232"
"AAEL026769","23","22","32","53","8","21","39","51","31","34","156","142","15","71"
"AAEL022443","24","20","32","200","21","112","84","135","13","103","53","95","40","165"
"AAEL014000","30","33","68","0","8","0","13","30","6","20","57","123","162","213"
"AAEL024205","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021100","0","0","1","0","1","27","7","0","2","0","1","2","12","16"
"AAEL025315","1","1","3","0","0","0","0","0","0","0","2","6","1","0"
"AAEL027112","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021654","0","0","0","1","0","0","0","2","0","1","3","0","1519","1595"
"AAEL022178","0","1","0","0","0","0","2","0","0","0","0","0","0","0"
"AAEL020619","7","17","11","47","23","0","488","377","322","729","10","19","169","235"
"AAEL022603","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL022481","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL028024","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"AAEL025107","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL023663","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"AAEL024777","18","7","12","0","1","26","4","33","1","3","0","3","1","1"
"AAEL020094","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL023728","1","1","1","0","0","9","1","4","2","0","0","2","0","0"
"AAEL021101","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL027338","0","0","0","0","0","2","5","17","3","1","0","0","0","1"
"AAEL021467","0","0","0","0","0","1","7","15","8","3","0","0","0","0"
"AAEL025085","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL024103","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL026630","1","1","0","0","1","11","11","80","20","1","2","3","0","1"
"AAEL024231","0","0","0","0","0","3","0","7","3","3","0","0","0","0"
"AAEL021310","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL024822","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021747","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL020086","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL024403","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"AAEL024749","0","1","0","0","0","0","35","151","44","1","0","0","0","0"
"AAEL027800","0","0","2","0","3","0","0","3","0","1","2","0","1","1"
"AAEL021791","0","0","1","1003","221","324","1","39","37","25","8","10","55","23"
"AAEL024123","2","3","1","1","0","6","0","1","0","0","3","1","0","1"
"AAEL027311","1","1","4","2657","1553","1361","71","197","119","153","1","0","87","152"
"AAEL001290","0","1","0","956","400","644","28","173","75","59","0","1","11","4"
"AAEL022681","0","0","0","0","6","18","0","0","0","0","4","3","18","6"
"AAEL001319","0","0","0","1656","811","1194","165","1393","810","758","14","14","170","53"
"AAEL020899","0","0","0","0","0","0","0","0","0","0","0","3","0","3"
"AAEL021370","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"AAEL020203","277","223","357","62","7","2","24","34","5","18","19","23","66","88"
"AAEL023806","0","0","0","0","0","0","2","3","0","0","0","2","0","0"
"AAEL010987","0","0","0","0","0","0","0","0","0","4","2","12","2","1"
"AAEL020864","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL009250","49","58","35","73","21","38","46","59","28","24","21","42","74","47"
"AAEL024431","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"AAEL009249","102","343","125","86","10","10","40","26","8","28","5","23","22","43"
"AAEL020359","132","46","189","0","15","13","17","17","7","28","68","83","96","118"
"AAEL022389","0","0","0","11","0","0","0","1","1","0","0","0","0","4"
"AAEL015238","57","65","97","231","95","238","129","211","122","107","394","356","135","176"
"AAEL027002","133","122","204","11","37","72","27","59","25","9","28","44","2","42"
"AAEL025506","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL025090","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021061","11","10","24","0","5","0","25","25","10","21","121","116","2","13"
"AAEL010206","10","8","3","73","8","1","488","421","190","310","52","142","130","307"
"AAEL013818","52","70","51","0","0","0","34","5","8","11","15","24","39","46"
"AAEL013816","113","80","141","155","59","58","280","236","97","245","583","969","661","901"
"AAEL013814","24","28","33","0","5","2","56","19","18","19","134","92","56","55"
"AAEL023635","29","8","37","173","2","0","0","0","0","29","361","698","989","2314"
"AAEL020503","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"AAEL024896","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
"AAEL013822","22","17","40","0","3","0","0","0","0","0","142","246","266","209"
"AAEL024989","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL026489","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL013813","132","49","163","0","13","0","1","0","6","0","284","376","137","351"
"AAEL014749","272","276","264","120","59","20","143","203","127","148","250","310","219","220"
"AAEL025184","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
"AAEL014752","48","79","58","106","15","11","193","155","75","109","139","200","278","301"
"AAEL025907","14","15","35","1","69","76","141","269","105","111","176","284","521","569"
"AAEL025820","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL023228","0","1","0","0","0","0","0","0","0","0","0","0","1","7"
"AAEL020854","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL024519","2","3","2","64","8","13","6","0","0","0","1","7","11","17"
"AAEL024661","1","2","1","0","0","0","1","0","0","3","1","0","1","3"
"AAEL020641","2","0","2","0","0","0","0","0","0","0","1","0","0","0"
"AAEL002211","0","0","0","0","1","0","18","0","90","57","0","0","38","16"
"AAEL022024","0","0","0","0","1","1","2","0","1","0","3","0","0","0"
"AAEL019626","44","50","63","148","109","146","53","32","34","8","110","138","144","114"
"AAEL028131","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021514","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL015356","130","120","134","3","14","35","160","145","94","96","163","346","158","385"
"AAEL012737","0","3","1","68","15","23","3","0","3","0","0","0","15","14"
"AAEL012740","1078","1226","1244","71447","25511","32597","19557","29258","16284","22189","5411","8322","5701","5398"
"AAEL025553","366","274","344","709","359","384","2653","3677","2065","2756","3300","4449","1599","3246"
"AAEL012741","13","15","17","0","0","0","17","10","2","4","102","124","24","204"
"AAEL024982","21","12","20","248","55","71","6","7","13","4","37","61","58","81"
"AAEL023750","48","42","67","163","64","83","23","18","25","10","104","143","72","153"
